ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-DIRECTION
RXN-15200,PWY-7432,False,"TYR, PHENYL-PYRUVATE, PHENYL-PYRUVATE, TYR","P-HYDROXY-PHENYLPYRUVATE, PHE, PHE, P-HYDROXY-PHENYLPYRUVATE",LEFT-TO-RIGHT
RXN-10430,UNK,False,"ATP, ILE, INDOLE_ACETATE_AUXIN, INDOLE_ACETATE_AUXIN, ILE, ATP","PPI, AMP, PROTON, PROTON, CPD-11227, AMP, PPI",LEFT-TO-RIGHT
RXN-18451,UNK,False,"CPD-4211, CPD-19788","PPI, BETA-ACIDS",LEFT-TO-RIGHT
RXN-7022,UNK,False,"CPD-12575, CPD-6366","CPD-6562, UDP",LEFT-TO-RIGHT
RXN-13498,PWY-7067,False,"CPD-14491, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-14492, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-2003,PWY-6458,False,"CPD-513, NADP","CPD-514, PROTON, NADPH",LEFT-TO-RIGHT
RXN-9221,UNK,False,"CPD-9833, PROTON, CPD-9833, NADPH, HYDROGEN-MOLECULE","CPD-9835, CPD-9847, NADP",
RXN-8679,PWY-6824,False,"CPD-8909, NADP","CPD-8907, NADPH, PROTON",RIGHT-TO-LEFT
RXN-13701,PWY-7114,True,"CPD-14742, WATER","Linalools, VICIANOSE",LEFT-TO-RIGHT
RXN-8305,PWY-782,False,"CPD-8075, OXYGEN-MOLECULE, Reduced-ferredoxins, PROTON","CPD-2189, WATER, Oxidized-ferredoxins",LEFT-TO-RIGHT
ALLYSINE-DEHYDROG-RXN,PWYQT-1,False,"WATER, ALLYSINE, NAD","PROTON, CPD-468, NADH",LEFT-TO-RIGHT
RXN-12207,UNK,False,"CPDQT-429, ASCORBATE","CPDQT-426, HSCN",
RXN-8311,PWY-782,False,"CPD-8084, OXYGEN-MOLECULE, Reduced-ferredoxins, PROTON","CPD-8081, WATER, Oxidized-ferredoxins",LEFT-TO-RIGHT
4.2.3.18-RXN,PWY-5411,True,CPD-4750,"PPI, --ABIETADIENE",LEFT-TO-RIGHT
RXN-16476,PWY-7643,False,"S-ADENOSYLMETHIONINE, CONIFERYL-ALCOHOL","CPD-17703, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-7244,PWY-4702,False,"CPD-6742, WATER","CPD-6744, Pi",LEFT-TO-RIGHT
RXN-22,PWY-1186,False,CANAVANINOSUCCINATE,"CANAVANINE, FUM",LEFT-TO-RIGHT
RXN-9180,PWY-5827,False,"CPD-9749, CPD-4889, Acceptor","CPD-9744, Donor-H2",LEFT-TO-RIGHT
RXN-10958,PWY-6367,False,"1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH, WATER","1-PHOSPHATIDYL-1D-MYO-INOSITOL-5-PHOSPHA, Pi",LEFT-TO-RIGHT
RXN-13785,PWY-7133,False,"WATER, CPD-11685, WATER","CPD-520, Glucopyranose",LEFT-TO-RIGHT
RXN-2054,PWY-2229,False,CPD-3631,CPD-4462,LEFT-TO-RIGHT
RXN0-5245,UNK,False,"FUM, PROTON, E-",SUC,LEFT-TO-RIGHT
RXN-12733,PWY-6935,False,"CPD-13720, Acceptor, WATER","CPD-13770, Donor-H2, PROTON",LEFT-TO-RIGHT
OXALATE-COA-TRANSFERASE-RXN,UNK,False,"OXALATE, SUC-COA","OXALYL-COA, OXALYL-COA, SUC",LEFT-TO-RIGHT
RXN-18094,PWY-7824,True,"CPD-12575, CPD-553","CPD-1125, UDP, PROTON",LEFT-TO-RIGHT
RXN-8028,PWY-5175,True,CPD1F-115,CPD-7414,LEFT-TO-RIGHT
RXN-16413,PWY-7636,True,"CPD1F-129, OXYGEN-MOLECULE, Donor-H2","CPD-17650, WATER, Acceptor",LEFT-TO-RIGHT
RXN3O-4113,PWY-6802,False,"CPD3O-4151, NAD","PROTON, HYDRPHENYLAC-CPD, NADH",RIGHT-TO-LEFT
RXN-11385,PWY-6494,False,"CPD1F-137, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-12351, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
3.2.1.8-RXN,PWY-6717,False,"1-4-beta-Xylan, WATER",1-4-D-xylooligosaccharides,LEFT-TO-RIGHT
RXN-8991,LEUSYN-PWY,False,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,"CPD-9451, WATER",LEFT-TO-RIGHT
RXN-9527,PWY-5971,False,"Octanoyl-ACPs, MALONYL-ACP, PROTON","3-oxo-decanoyl-ACPs, CARBON-DIOXIDE, ACP",LEFT-TO-RIGHT
RXN-4735,PWY-2902,False,"CPD-12575, CPD-4441","CPD-4620, PROTON, UDP",LEFT-TO-RIGHT
RXN-13643,PWY-7101,False,"CPD-14647, OXYGEN-MOLECULE","CPD-14649, CPD-14650",LEFT-TO-RIGHT
SPHINGANINE-KINASE-RXN,PWY-5129,False,"CPD-13612, ATP","PROTON, CPD-649, ADP",LEFT-TO-RIGHT
RXN0-7021,PWY-6704,False,"L-IDONATE, NADP","CPD-13059, NADPH, PROTON",RIGHT-TO-LEFT
SEDOHEPTULOSE-BISPHOSPHATASE-RXN,CALVIN-PWY,False,"WATER, D-SEDOHEPTULOSE-1-7-P2","D-SEDOHEPTULOSE-7-P, Pi",LEFT-TO-RIGHT
2.3.1.160-RXN,PWY-5301,True,"16-EPIVELLOSIMINE, ACETYL-COA","VINORINE, CO-A",LEFT-TO-RIGHT
RXN-8335,UNK,False,"PROTON, CPD-8096","CPD-8097, WATER",
RXN-11376,PWY-6483,False,"Sphingoids, ATP","Sphingoid-1-phosphates, ADP, PROTON",LEFT-TO-RIGHT
RXN-9123,PWY-5809,True,CPD-9629,CPD-9617,LEFT-TO-RIGHT
RXN-11257,PWY-6442,False,"P-COUMAROYL-COA, SPERMIDINE","PROTON, CPD-12212, CO-A",LEFT-TO-RIGHT
ASNSYNA-RXN,UNK,False,"L-ASPARTATE, AMMONIUM, ATP","PROTON, ASN, PPI, AMP",LEFT-TO-RIGHT
RXN-13296,PWY-7036,False,"CPD-10280, MALONYL-COA, PROTON","CPD-14274, CARBON-DIOXIDE, CO-A",LEFT-TO-RIGHT
RXN-8275,CAMALEXIN-SYN,True,"INDOLE-CARBOXY-HYDRO-THIAZOLE, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE, PROTON","THIAZOL-YL-INDOLE, CARBON-DIOXIDE, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-13789,PWY-7134,False,"WATER, CPD1F-437, CPD1F-437, WATER","CPD-520, Glucopyranose",LEFT-TO-RIGHT
RXN-10954,UNK,False,"WATER, CPD-6702, CPD-6702, WATER","Pi, MYO-INOSITOL, MYO-INOSITOL, Pi",LEFT-TO-RIGHT
RXN-19992,PWY-5301,True,CPD-21572,VOMILENINE,LEFT-TO-RIGHT
RXN-11278,PWY-6446,False,CPD-513,"BENZALDEHYDE, ACETYL-COA",LEFT-TO-RIGHT
RXN-13311,PWY-6105,False,"S-ADENOSYLMETHIONINE, CPD-14289","C34-Botryococcenes, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-11641,PWY-6332,False,"CPD-12609, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","2-HYDROXY-23-DIHYDRODAIDZEIN, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-16203,PWY-7614,False,"GLUTATHIONE, Methylated-methyl-acceptors","S-METHYLGLUTATHIONE, Demethylated-methyl-acceptors",LEFT-TO-RIGHT
2.3.1.166-RXN,PWY-5660,False,"10-DEACETYL-2-DEBENZOYLBACCATIN-III, BENZOYLCOA","10-DEACETYLBACCATIN-III, CO-A",LEFT-TO-RIGHT
RXN-15541,PWY-7507,False,CPD-14846,"CPD-16781, WATER",LEFT-TO-RIGHT
RXN-15371,PWY-7463,False,"CPD-402, CPD-12575","CPD-16600, UDP",LEFT-TO-RIGHT
RXN-9253,PWY-5865,False,"CPD-8737, CPD-8737",CPD-9882,LEFT-TO-RIGHT
RXNQT-4300,THISYNARA-PWY,False,"GLY, PROT-CYS, NAD","CPDQT-400, NIACINAMIDE, CPD-17449, WATER, PROTON",LEFT-TO-RIGHT
RXN-13190,UNK,False,"CPD1F-128, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD1F-132, WATER, Ox-NADPH-Hemoprotein-Reductases, PROTON",LEFT-TO-RIGHT
RXN-9623,PWY-5971,False,"PALMITATE, CO-A, ATP","PALMITYL-COA, PPI, AMP",LEFT-TO-RIGHT
RXN-7617,UNK,False,"CPD1F-137, OXYGEN-MOLECULE, Donor-H2","CPD-6975, WATER, Acceptor",LEFT-TO-RIGHT
2.1.1.88-RXN,PWY-7498,False,"S-ADENOSYLMETHIONINE, 334578-HEXAHYDROXYFLAVONE","PROTON, ADENOSYL-HOMO-CYS, 33457-PENTAHYDROXY-8-METHOXYFLAVON",LEFT-TO-RIGHT
RXN-3181,PWY-2021,False,"INDOLE_ACETATE_AUXIN, WATER, Acceptor","2-OXINDOLE-3-ACETIC-ACID, Donor-H2",LEFT-TO-RIGHT
RXN-9137,PWY-5815,True,"DELTA3-ISOPENTENYL-PP, Rubbers","Rubbers, PPI",LEFT-TO-RIGHT
RXN-5,PWY-5423,False,URACIL,2-HYDROXY-4-CARBOXYPYRIMIDINE,LEFT-TO-RIGHT
RXN-15437,PWY-2981,True,"CPD-9907, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-16681, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-7673,UNK,False,"CPD-7014, GERANYLGERANYL-PP, PROTON","PPI, CPD-7013, PPI",
RXN-6461,PWY-4021,False,"S-ADENOSYLMETHIONINE, B-ALANINE","PROTON, CPD-6141, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-11202,PWY-6424,False,"S-ADENOSYLMETHIONINE, CPD-12159, METOH, PROTON","CPD-12161, ADENOSYL-HOMO-CYS, METHYL-GROUP",LEFT-TO-RIGHT
RXN4FS-1,PWY4FS-12,False,"CDP-N-METHYLETHANOLAMIN, DIACYLGLYCEROL","CPD-405, CMP, PROTON",LEFT-TO-RIGHT
RXN-11245,PWY-6435,False,"CPD-12199, NAD","CPD-10600, NADH, PROTON",LEFT-TO-RIGHT
RXN-18453,UNK,False,"CPD-19788, OXYGEN-MOLECULE, Donor-H2","ALPHA-ACIDS, WATER, Acceptor",LEFT-TO-RIGHT
RXN-15514,PWY-5287,False,"DIHYDROCHELIRUBINE, NAD-P-OR-NOP","CPD-9893, NADH-P-OR-NOP",RIGHT-TO-LEFT
RXN-8438,PWY-5380,False,"CPD-14553, CPD-8052","PROTON, CPD-8257, UDP",LEFT-TO-RIGHT
RXN-16343,PWY-7629,True,"CPD-17594, OXYGEN-MOLECULE, NADPH, PROTON","CPD-17595, NADP, WATER",LEFT-TO-RIGHT
RXN-16376,PWY-2229,False,CPD-14741,"CPD-17616, WATER",LEFT-TO-RIGHT
RXN-9657,PWY-5971,False,"Butanoyl-ACPs, NAD","Crotonyl-ACPs, NADH, PROTON",RIGHT-TO-LEFT
RXN-16407,PWY-6733,False,"CPD-17638, MALONYL-COA, PROTON","CPD-17645, CARBON-DIOXIDE, CO-A",LEFT-TO-RIGHT
RXN-11224,PWY-6432,True,"CPD-12184, FERULOYL-COA, WATER","CPD-12187, CO-A, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-7247,PWY-4702,False,"CPD-6741, WATER","CPD-6743, Pi",LEFT-TO-RIGHT
RXN-9341,PWY-5883,False,"S-ADENOSYLMETHIONINE, CPD-9951","--EPHEDRINE, PROTON, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-9153,PWY-5822,False,"TRICHLOROETHENE, OXYGEN-MOLECULE, NADPH, PROTON","CPD-9673, WATER, NADP",LEFT-TO-RIGHT
FORMATETHFLIG-RXN,PWY-3742,False,"THF-GLU-N, ATP, FORMATE","FORMYL-THF-GLU-N, ADP, Pi",LEFT-TO-RIGHT
RXN-5472,MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,False,"CPD-5170, CPD-166","CPD-18076, DOLICHOLP, PROTON",LEFT-TO-RIGHT
RXN-16047,PWY-7590,False,"CPD-17294, Reduced-ferredoxins, OXYGEN-MOLECULE, PROTON","CPD-17293, Oxidized-ferredoxins, WATER",LEFT-TO-RIGHT
RXN-11256,PWY-6438,True,CPD-12201,CPD-12209,LEFT-TO-RIGHT
RXN-2222,PWY-1187,True,"3-METHYLSULFINYLPROPYL-GLUCOSINOLATE, OXYGEN-MOLECULE","PROTON, 2-PROPENYL-GLUCOSINOLATE, CPD-3746",LEFT-TO-RIGHT
RXN-4224,PWY-2541,False,"PROTON, CPD-4142, NADPH","CPD-4143, NADP",LEFT-TO-RIGHT
RXN-12732,PWY-6935,False,"CPD-13719, OXYGEN-MOLECULE, WATER","CPD-13720, AMMONIUM, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-18439,PWY-5134,False,"2-METHYL-BUTYRYL-COA, MALONYL-COA, PROTON","CPD-19784, CARBON-DIOXIDE, CO-A",LEFT-TO-RIGHT
RXN66-319,PWY-6074,False,"ZYMOSTEROL, NADP","PROTON, CPD-4581, NADPH",RIGHT-TO-LEFT
RXN-1106,PWY-6935,False,"PROTON, FERULOYL-COA, NADPH","CONIFERYL-ALDEHYDE, NADP, CO-A",LEFT-TO-RIGHT
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN,LEU-DEG2-PWY,False,"2K-4CH3-PENTANOATE, CO-A, NAD","ISOVALERYL-COA, CARBON-DIOXIDE, NADH",LEFT-TO-RIGHT
RXN-18881,PWY-7680,False,"CPD-20241, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-18103, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN-8555,UNK,False,FARNESYL-PP,"CPD-8748, PPI",LEFT-TO-RIGHT
RXN-19587,PWYQT-4475,True,"CPD-12406, WATER","CPDQT-410, GLY",LEFT-TO-RIGHT
RXN-8244,PWY-5315,False,"CPD-394, WATER, OXYGEN-MOLECULE","CPD-7993, AMMONIUM, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
2.8.2.28-RXN,PWY-6199,True,"QUERCETIN-33-BISSULFATE, PAPS","3-5-ADP, QUERCETIN-337-TRISSULFATE",LEFT-TO-RIGHT
RXN-15283,PWY-6585,False,"CPD-16497, PROTON","CPD-7898, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-18946,PWY-7484,False,"CPD-20413, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-20325, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-11083,PWY-6401,True,"CPD-3041, HYDROGEN-PEROXIDE","CPD-12032, WATER",LEFT-TO-RIGHT
RXN-18702,UNK,False,"3-MERCAPTO-PYRUVATE, TUM1-L-cysteine","TUM1-S-sulfanylcysteine, PYRUVATE",LEFT-TO-RIGHT
RXN66-587,PWY-7995,True,"CPD-431, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","5734-TETRAHYDROXYFLAVONE, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-16408,PWY-6733,False,"CPD-17638, NADPH, PROTON","CPD-17647, CO-A, NADP",LEFT-TO-RIGHT
TRYPSYN-RXN,UNK,False,"INDOLE-3-GLYCEROL-P, SER","TRP, WATER, GAP",
RXN-8572,PWY-5425,False,FARNESYL-PP,"CPD-8762, PPI",LEFT-TO-RIGHT
RXN-8271,PWY-5321,True,"CPD-12575, CPD1F-437","CPD-8033, UDP",LEFT-TO-RIGHT
2-AMINOADIPATE-AMINOTRANSFERASE-RXN,PWYQT-1,False,"2-KETOGLUTARATE, CPD-468","GLT, 2K-ADIPATE",LEFT-TO-RIGHT
RXN-9043,PWY-5769,False,"CPD-8096, CPD-8096","3-4-DIHYDROXYBENZOATE, 3-4-DIHYDROXYBENZOATE",LEFT-TO-RIGHT
KDO-8PPHOSPHAT-RXN,PWY-1269,False,"KDO-8P, WATER","KDO, Pi",LEFT-TO-RIGHT
RXN-12521,PWY-6837,False,"TETRADEHYDROACYL-COA, NADPH","Trans-3-enoyl-CoAs, NADP",LEFT-TO-RIGHT
THIOL-S-METHYLTRANSFERASE-RXN,PWY-6736,False,"S-ADENOSYLMETHIONINE, Thiols","ADENOSYL-HOMO-CYS, Methyl-thioethers, PROTON",LEFT-TO-RIGHT
4.99.1.7-RXN,PWY-7824,True,PHENYLACETALDOXIME,"PHENYLACETONITRILE, WATER",LEFT-TO-RIGHT
RXN-15459,PWY-6540,True,"CPD-16700, PROTON","CPD-9410, WATER",LEFT-TO-RIGHT
RXN-18966,UNK,False,CPD-20425,"CPD-7851, WATER",LEFT-TO-RIGHT
RXN-14921,PWY-7436,False,CPD-15839,"CPD-11712, CPD-11712",RIGHT-TO-LEFT
RXN18C3-37,PWY18C3-12,True,"CPD-19047, ACETYL-COA","CPD-19050, CO-A",LEFT-TO-RIGHT
BIOTIN-CARBOXYL-RXN,PWY0-1264,False,"biotin-L-lysine-in-BCCP-dimers, HCO3, ATP","Pi, carboxybiotin-L-lysine-in-BCCP-dimers, ADP, PROTON",LEFT-TO-RIGHT
CARDIOLIPSYN-RXN,UNK,False,"L-1-PHOSPHATIDYL-GLYCEROL, L-1-PHOSPHATIDYL-GLYCEROL","GLYCEROL, CARDIOLIPIN, CARDIOLIPIN, GLYCEROL",
RXN-2205,PWY-1186,False,"2-OXO-5-METHYLTHIOPENTANOIC-ACID, Amino-Acids-20","HOMOMETHIONINE, 2-Oxo-carboxylates",LEFT-TO-RIGHT
2.5.1.46-RXN,UNK,False,"SPERMIDINE, EIF5A-LYSINE","CPD-9973, CPD-313, PROTON",LEFT-TO-RIGHT
RXN-8029,PWY-5175,True,"CPD-7415, OXYGEN-MOLECULE, Donor-H2","CPD-7416, WATER, Acceptor",LEFT-TO-RIGHT
GLUCOSE-6-PHOSPHATASE-RXN,UNK,False,"WATER, GLC-6-P","Pi, GLC",LEFT-TO-RIGHT
RXN-16377,PWY-2229,False,CPD-20039,"CPD-3942, WATER",LEFT-TO-RIGHT
RXN-8521,PWY-5413,True,CPD-8710,"CPD-8711, WATER",LEFT-TO-RIGHT
RXN-11271,UNK,False,"PROTON, BENZOATE, NADPH, OXYGEN-MOLECULE","CPD-110, NADP, WATER",LEFT-TO-RIGHT
3-SULFINYL-PYRUVATE-SPON-RXN,UNK,False,"3-SULFINYL-PYRUVATE, WATER","PROTON, SO3, PYRUVATE",LEFT-TO-RIGHT
RXN-16389,PWY-6733,False,"16-HYDROXYPALMITATE, CO-A, ATP","CPD-17621, PPI, AMP",LEFT-TO-RIGHT
RXN-2162,PWYQT-4477,False,"CPD-1863, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","4-HYDROXY-3-INDOLYLMETHYL-GLUCOSINOLATE, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-2942,UNK,False,"POLYPEPTIDE, INDOLE_ACETATE_AUXIN",INDOLE-3-ACETYL-POLYPEPTIDE,
RXN-16808,PWY-7682,False,CPD-18126,CPD-18127,LEFT-TO-RIGHT
RXN-14511,UNK,False,"WATER, CPD-3710, WATER","Pi, CYTIDINE, CYTIDINE, Pi",LEFT-TO-RIGHT
RXN-13061,PWY-5399,True,"L-DIHYDROXY-PHENYLALANINE, OXYGEN-MOLECULE","DOPAQUINONE, WATER",LEFT-TO-RIGHT
CARBAMATE-KINASE-RXN,PWY-7060,False,"AMMONIUM, HCO3, ATP","CARBAMOYL-P, ADP, WATER, PROTON",LEFT-TO-RIGHT
FADSYN-RXN,RIBOSYN2-PWY,False,"FMN, ATP, PROTON","FAD, PPI",LEFT-TO-RIGHT
RXN-12359,PWY-6799,False,"MALONATE, CO-A, ATP","MALONYL-COA, AMP, PPI",LEFT-TO-RIGHT
RXN-12067,PWY-7824,True,"CPD-13029, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-13030, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
OROTPDECARB-RXN,PWY-7211,False,"PROTON, OROTIDINE-5-PHOSPHATE","CARBON-DIOXIDE, UMP",LEFT-TO-RIGHT
RXN-7948,UNK,False,"WATER, PHOSPHORYL-ETHANOLAMINE, PHOSPHORYL-ETHANOLAMINE, WATER","Pi, ETHANOL-AMINE, ETHANOL-AMINE, Pi",LEFT-TO-RIGHT
RXN-13698,PWY-7117,False,"2-KETOGLUTARATE, L-ALPHA-ALANINE","GLT, PYRUVATE",LEFT-TO-RIGHT
RXN66-321,PWY66-341,False,"CPD-4186, NADP","5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL, NADPH, PROTON",RIGHT-TO-LEFT
ADENYLYLSULFKIN-RXN,PWY-5340,False,"APS, ATP","PROTON, PAPS, ADP",LEFT-TO-RIGHT
RXN-7305,PWY-4781,False,"CPD-6783, WATER","CPD-6746, Pi",LEFT-TO-RIGHT
RXN-14446,PWY-7256,True,"CPD1F-766, CPD-15281","CPD-15005, FERULIC-ACID",LEFT-TO-RIGHT
RXN-6522,PWY-5036,True,"CPD1F-97, 2-KETOGLUTARATE, OXYGEN-MOLECULE","CPD-6202, SUC, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-16786,PWY-7680,False,"CPD-8721, NADPH, PROTON, OXYGEN-MOLECULE","CPD-16534, NADP, WATER",LEFT-TO-RIGHT
RXN-11041,UNK,False,SE-2,SELENOMETHIONINE,
RXN-19705,PWY-5672,False,"CPD-12575, CPD-15447","CPD-15446, UDP, PROTON",LEFT-TO-RIGHT
RXN-7185,PWY-4562,False,"CPD-505, ATP","PROTON, CPD-6661, ADP",LEFT-TO-RIGHT
RXN-13884,PWY-7154,False,"CPD-14894, NADP","ERGOSTEROL, NADPH, PROTON",LEFT-TO-RIGHT
RXNQT-4148,PWYQT-4433,False,CPDQT-8,2-CARBOXY-D-ARABINITOL,LEFT-TO-RIGHT
RXN0-2022,PWY3O-440,False,"PROTON, PYRUVATE, ACETALD","ACETOIN, CARBON-DIOXIDE",LEFT-TO-RIGHT
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN,PWY-5723,False,"G3P, PROTON","D-RIBULOSE-15-P2, CARBON-DIOXIDE, WATER",RIGHT-TO-LEFT
RXN-8540,PWY-5425,False,FARNESYL-PP,"CPD-8701, PPI",LEFT-TO-RIGHT
RXN-6182,UNK,False,ALPHA-GLC-6-P,FRUCTOSE-6P,LEFT-TO-RIGHT
RXN-8546,UNK,False,GERANYL-PP,"CPD-8735, PPI",LEFT-TO-RIGHT
RXN-14048,UNK,False,L-CYSTATHIONINE,"CYS, CPD-15056, PROTON",LEFT-TO-RIGHT
SIROHEME-FERROCHELAT-RXN,PWY-5194,False,"SIROHYDROCHLORIN, FE+2","PROTON, SIROHEME",LEFT-TO-RIGHT
RXN-9018,PWY-7076,False,"S-ADENOSYLMETHIONINE, CPD-9501","PROTON, CPD-9502, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-9532,PWY-5971,False,"R-3-hydroxydodecanoyl-ACPs, NADP","3-oxo-dodecanoyl-ACPs, NADPH, PROTON",RIGHT-TO-LEFT
RXN-3624,PWY-2321,True,"S-ADENOSYLMETHIONINE, 2-HYDROXYISOFLAVANONE","PROTON, CPD-3502, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-14660,UNK,False,"S-ADENOSYLMETHIONINE, CPD-15484","PROTON, ADENOSYL-HOMO-CYS, CPD-15485",LEFT-TO-RIGHT
RXN-12883,UNK,False,"CPD-4754, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-13923, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN-8939,PWY-5733,False,FARNESYL-PP,"CPD-9370, PPI",LEFT-TO-RIGHT
RXN-18137,PWY-7826,False,"CPD-19445, Acceptor","CPD-19435, Donor-H2",RIGHT-TO-LEFT
RXN-13765,PWY-7129,False,"CPD-11685, CPD-12575","CPD-14753, UDP",LEFT-TO-RIGHT
RXN-12453,PWY-6824,False,"CPD-13465, NAD","CPD-13455, NADH, PROTON",LEFT-TO-RIGHT
RXN-16465,PWY-7642,False,"CPD-693, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-17688, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN0-882,PWY-7560,True,"HYDROXY-METHYL-BUTENYL-DIP, Oxidized-ferredoxins, WATER","2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE, Reduced-ferredoxins, PROTON",RIGHT-TO-LEFT
RXN-14534,UNK,False,"WATER, CPD-3728, CPD-3728, WATER","Pi, TYR, TYR, Pi",LEFT-TO-RIGHT
ALLANTOINASE-RXN,URDEGR-PWY,False,"S-ALLANTOIN, WATER","PROTON, ALLANTOATE",LEFT-TO-RIGHT
RXN-11435,PWYQT-4475,True,"CPD-12405, WATER","CPD-12406, GLT",LEFT-TO-RIGHT
RXN-7610,PWY4LZ-81,False,"WATER, OXYGEN-MOLECULE, URATE, URATE, OXYGEN-MOLECULE, WATER","HYDROGEN-PEROXIDE, CARBON-DIOXIDE, ALLANTOIN, ALLANTOIN, CARBON-DIOXIDE, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
2.7.1.134-RXN,PWY-4661,True,"CPD-178, ATP","PROTON, CPD-1107, ADP",LEFT-TO-RIGHT
RXN-13059,PWY-5316,True,"CPD-14075, CPD-7994","CPD-14076, PROTON",LEFT-TO-RIGHT
RXN-17428,UNK,False,"CHLOROPHYLL-A, NADP","CPD-7005, NADPH, PROTON",RIGHT-TO-LEFT
RXN-2043,PWY-1001,False,"CELLULOSE, WATER",Cellodextrins,LEFT-TO-RIGHT
3-HYDROXY-KYNURENINASE-RXN,PWY-5651,False,"3-HYDROXY-L-KYNURENINE, WATER","PROTON, 3-HYDROXY-ANTHRANILATE, L-ALPHA-ALANINE",LEFT-TO-RIGHT
RXN-10701,PWY-735,False,"CPD-11529, ACETYL-COA","CPD-11528, CO-A",RIGHT-TO-LEFT
AMINEPHEN-RXN,PWY-5751,False,"PHENYLETHYLAMINE, OXYGEN-MOLECULE, WATER","PHENYLACETALDEHYDE, AMMONIUM, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-8602,UNK,False,"FARNESYL-PP, FARNESYL-PP","PPI, CPD-8802, PPI",LEFT-TO-RIGHT
RXN18C3-11,PWY18C3-3,False,"CPD-18640, CPD-12575","CPD-18639, UDP, PROTON",LEFT-TO-RIGHT
RXN-6562,PWY-4002,False,"2-OXOSUCCINAMATE, WATER","OXALACETIC_ACID, AMMONIUM",LEFT-TO-RIGHT
RXN-4842,PWY-2961,True,"CPD-4703, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-12884, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
1.14.13.68-RXN,UNK,False,"CPD-2205, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-648, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-8915,PWY-5708,False,"CPD-9300, OXYGEN-MOLECULE, WATER","CPD-9280, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
